ID;population;Gen;Treat;H_E;GLVs;Monoterpenes;Aromatic compounds ;Long-chain alkanes;Alcohols and esters;GLVsg;Monoterpenesg;Aromatic compoundsg;Long-chain alkanesg;Alcohols and estersg
C5h3;C;5;h;4;1.611625812;;;;;1.612625812;;;;
C8h1;C;8;h;3;3.963065959;;;;;3.964065959;;;;
C8h2;C;8;h;4;9.907450663;;;;;9.908450663;;;;
C8h3;C;8;h;3;1.525067888;;;;;1.526067888;;;;
C13h1;C;13;h;4;0.042771104;;;;;0.043771104;;;;
C13h3;C;13;h;4;1.19973287;;;;;1.20073287;;;;
C15h1;C;15;h;3;6.396810531;;;;;6.397810531;;;;
C15h2;C;15;h;4;4.907561818;;;;;4.908561818;;;;
C15h3;C;15;h;4;2.803107696;;;;;2.804107696;;;;
C19h1;C;19;h;3;5.479979895;;;;;5.480979895;;;;
C19h2;C;19;h;3;2.739060367;;;;;2.740060367;;;;
C19h3;C;19;h;2;6.1464925;;;;;6.1474925;;;;
C26h1;C;26;h;3;4.216673277;;;;;4.217673277;;;;
C26h2;C;26;h;4;5.784260674;;;;;5.785260674;;;;
C26h3;C;26;h;3;1.088679321;;;;;1.089679321;;;;
C30h1;C;30;h;3;39.18261596;;;;;39.18361596;;;;
C30h2;C;30;h;3;11.8627941;;;;;11.8637941;;;;
C30h3;C;30;h;4;1.844099899;;;;;1.845099899;;;;
C34h1;C;34;h;4;5.818136315;;;;;5.819136315;;;;
C34h2;C;34;h;4;3.43959081;;;;;3.44059081;;;;
C34h3;C;34;h;4;8.211594904;;;;;8.212594904;;;;
C43h2;C;43;h;4;1.089242325;;;;;1.090242325;;;;
C43h3;C;43;h;4;3.399104352;;;;;3.400104352;;;;
C45h1;C;45;h;3;0.218836677;;;;;0.219836677;;;;
C45h2;C;45;h;3;0.907973015;;;;;0.908973015;;;;
C45h3;C;45;h;3;2.095767305;;;;;2.096767305;;;;
C50h1;C;50;h;4;20.41278775;;;;;20.41378775;;;;
C50h2;C;50;h;3;23.71241059;;;;;23.71341059;;;;
C55h1;C;55;h;2;12.83433302;;;;;12.83533302;;;;
C55h2;C;55;h;3;3.305418673;;;;;3.306418673;;;;
C55h3;C;55;h;3;2.56683048;;;;;2.56783048;;;;
C61h1;C;61;h;4;2.144474772;;;;;2.145474772;;;;
C61h2;C;61;h;4;1.595015868;;;;;1.596015868;;;;
C61h3;C;61;h;4;3.300617368;;;;;3.301617368;;;;
C64h1;C;64;h;4;11.07151279;;;;;11.07251279;;;;
C64h2;C;64;h;4;1.332909916;;;;;1.333909916;;;;
C64h3;C;64;h;3;1.344707519;;;;;1.345707519;;;;
B3o1;B;3;c;4;4.065138046;;;;;4.066138046;;;;
B3o2;B;3;c;3;0.537800712;;;;;0.538800712;;;;
B3o3;B;3;c;3;0.87738905;;;;;0.87838905;;;;
B14o1;B;14;c;3;5.153933764;;;;;5.154933764;;;;
B14o2;B;14;c;3;3.693385849;;;;;3.694385849;;;;
B14o3;B;14;c;3;2.967005502;;;;;2.968005502;;;;
B24o1;B;24;c;4;17.17100627;;;;;17.17200627;;;;
B24o2;B;24;c;4;11.25255147;;;;;11.25355147;;;;
B24o3;B;24;c;3;17.1271421;;;;;17.1281421;;;;
B28o1;B;28;c;4;23.44607554;;;;;23.44707554;;;;
B28o2;B;28;c;3;18.25986173;;;;;18.26086173;;;;
B28o3;B;28;c;3;15.52658509;;;;;15.52758509;;;;
B30o1;B;30;c;3;4.192632189;;;;;4.193632189;;;;
B30o2;B;30;c;4;0.151692922;;;;;0.152692922;;;;
B30o3;B;30;c;4;3.636297634;;;;;3.637297634;;;;
B37o1;B;37;c;3;0.514426853;;;;;0.515426853;;;;
B37o2;B;37;c;3;0.839108125;;;;;0.840108125;;;;
B37o3;B;37;c;3;1.327232584;;;;;1.328232584;;;;
B53o1;B;53;c;4;11.28203049;;;;;11.28303049;;;;
B53o2;B;53;c;3;1.903096361;;;;;1.904096361;;;;
B53o3;B;53;c;3;2.903215694;;;;;2.904215694;;;;
B56o2;B;56;c;3;1.828228285;;;;;1.829228285;;;;
B56o3;B;56;c;3;5.582175459;;;;;5.583175459;;;;
B57o1;B;57;c;4;48.12032862;;;;;48.12132862;;;;
B57o2;B;57;c;4;10.74000459;;;;;10.74100459;;;;
B57o3;B;57;c;4;18.07544831;;;;;18.07644831;;;;
B60o1;B;60;c;3;14.69384205;;;;;14.69484205;;;;
B60o3;B;60;c;3;0.228338959;;;;;0.229338959;;;;
B61o1;B;61;c;3;34.02177057;;;;;34.02277057;;;;
B61o2;B;61;c;3;40.22466828;;;;;40.22566828;;;;
B61o3;B;61;c;3;5.400574318;;;;;5.401574318;;;;
B3h1;B;3;h;3;0.740257311;;;;;0.741257311;;;;
B3h2;B;3;h;3;7.526608914;;;;;7.527608914;;;;
B3h3;B;3;h;3;5.746771207;;;;;5.747771207;;;;
B14h1;B;14;h;3;5.970792532;;;;;5.971792532;;;;
B14h2;B;14;h;4;4.93219904;;;;;4.93319904;;;;
B14h3;B;14;h;3;4.939789913;;;;;4.940789913;;;;
B24h1;B;24;h;3;21.14815486;;;;;21.14915486;;;;
B24h2;B;24;h;3;8.407528783;;;;;8.408528783;;;;
B24h3;B;24;h;3;14.81506164;;;;;14.81606164;;;;
B28h1;B;28;h;3;17.99500074;;;;;17.99600074;;;;
B28h2;B;28;h;3;9.238891064;;;;;9.239891064;;;;
B28h3;B;28;h;3;40.05299913;;;;;40.05399913;;;;
B30h1;B;30;h;3;1.045268711;;;;;1.046268711;;;;
B30h2;B;30;h;3;3.518212059;;;;;3.519212059;;;;
B30h3;B;30;h;2;4.249948923;;;;;4.250948923;;;;
B37h1;B;37;h;4;1.290562713;;;;;1.291562713;;;;
B37h2;B;37;h;4;3.641352351;;;;;3.642352351;;;;
B37h3;B;37;h;4;21.36360402;;;;;21.36460402;;;;
B53h1;B;53;h;3;0.212747991;;;;;0.213747991;;;;
B53h2;B;53;h;3;1.382472752;;;;;1.383472752;;;;
B53h3;B;53;h;4;3.990376526;;;;;3.991376526;;;;
B56h1;B;56;h;3;9.435380215;;;;;9.436380215;;;;
B56h2;B;56;h;4;5.137034037;;;;;5.138034037;;;;
B56h3;B;56;h;4;4.694049561;;;;;4.695049561;;;;
B57h1;B;57;h;4;26.80097672;;;;;26.80197672;;;;
B57h2;B;57;h;4;8.368859251;;;;;8.369859251;;;;
B57h3;B;57;h;3;33.84552228;;;;;33.84652228;;;;
B60h1;B;60;h;3;32.3952478;;;;;32.3962478;;;;
B60h2;B;60;h;4;19.54603802;;;;;19.54703802;;;;
B60h3;B;60;h;3;2.508720981;;;;;2.509720981;;;;
B61h1;B;61;h;3;11.94834067;;;;;11.94934067;;;;
B61h2;B;61;h;3;11.68391947;;;;;11.68491947;;;;
B61h3;B;61;h;3;22.60116216;;;;;22.60216216;;;;
C1o1;C;1;c;4;10.33419819;;;;;10.33519819;;;;
C1o2;C;1;c;3;19.22327563;;;;;19.22427563;;;;
C1o3;C;1;c;3;2.193714411;;;;;2.194714411;;;;
C5o1;C;5;c;3;1.822105315;;;;;1.823105315;;;;
C5o2;C;5;c;3;5.239630592;;;;;5.240630592;;;;
C5o3;C;5;c;3;5.410478042;;;;;5.411478042;;;;
C8o1;C;8;c;4;13.52558965;;;;;13.52658965;;;;
C8o2;C;8;c;3;10.73354346;;;;;10.73454346;;;;
C8o3;C;8;c;3;4.017463818;;;;;4.018463818;;;;
C13o1;C;13;c;3;5.626976967;;;;;5.627976967;;;;
C13o2;C;13;c;3;1.496995843;;;;;1.497995843;;;;
C13o3;C;13;c;3;5.209614105;;;;;5.210614105;;;;
C15o1;C;15;c;4;4.764127193;;;;;4.765127193;;;;
C15o2;C;15;c;3;5.122628805;;;;;5.123628805;;;;
C15o3;C;15;c;4;4.198708818;;;;;4.199708818;;;;
C19o2;C;19;c;4;6.828312342;;;;;6.829312342;;;;
C19o3;C;19;c;4;4.702596844;;;;;4.703596844;;;;
C26o1;C;26;c;3;7.250138953;;;;;7.251138953;;;;
C26o2;C;26;c;3;11.1859348;;;;;11.1869348;;;;
C26o3;C;26;c;4;4.949339175;;;;;4.950339175;;;;
C30o1;C;30;c;3;23.63832365;;;;;23.63932365;;;;
C30o2;C;30;c;4;8.870532264;;;;;8.871532264;;;;
C30o3;C;30;c;3;11.01229402;;;;;11.01329402;;;;
C34o1;C;34;c;3;4.668145561;;;;;4.669145561;;;;
C34o2;C;34;c;3;5.123347397;;;;;5.124347397;;;;
C34o3;C;34;c;4;9.93490251;;;;;9.93590251;;;;
C43o2;C;43;c;4;4.207315909;;;;;4.208315909;;;;
C43o3;C;43;c;4;3.687366894;;;;;3.688366894;;;;
C45o1;C;45;c;3;3.250880712;;;;;3.251880712;;;;
C45o2;C;45;c;3;6.306072893;;;;;6.307072893;;;;
C45o3;C;45;c;3;21.8545137;;;;;21.8555137;;;;
C50o1;C;50;c;3;36.70771542;;;;;36.70871542;;;;
C50o2;C;50;c;4;32.54141007;;;;;32.54241007;;;;
C50o3;C;50;c;4;0.801827492;;;;;0.802827492;;;;
C55o1;C;55;c;3;7.518490841;;;;;7.519490841;;;;
C55o2;C;55;c;3;19.00521033;;;;;19.00621033;;;;
C55o3;C;55;c;3;4.651059656;;;;;4.652059656;;;;
C61o1;C;61;c;4;3.58998724;;;;;3.59098724;;;;
C61o2;C;61;c;4;1.51736967;;;;;1.51836967;;;;
C61o3;C;61;c;4;0.610679713;;;;;0.611679713;;;;
C64o1;C;64;c;3;2.022680476;;;;;2.023680476;;;;
C64o2;C;64;c;4;9.602743013;;;;;9.603743013;;;;
C64o3;C;64;c;3;12.41973699;;;;;12.42073699;;;;
C1h1;C;1;h;4;19.82862147;;;;;19.82962147;;;;
C1h2;C;1;h;3;22.23718956;;;;;22.23818956;;;;
C1h3;C;1;h;3;7.2378425;;;;;7.2388425;;;;
C5h1;C;5;h;4;0.096437298;;;;;0.097437298;;;;
C5h2;C;5;h;3;6.386706702;;;;;6.387706702;;;;
C5h3;C;5;h;4;1.539207461;;;;;1.540207461;;;;
C8h1;C;8;h;3;28.9988865;;;;;28.9998865;;;;
C8h2;C;8;h;4;30.58930312;;;;;30.59030312;;;;
C8h3;C;8;h;3;19.45440649;;;;;19.45540649;;;;
C13h1;C;13;h;4;0.122602693;;;;;0.123602693;;;;
C13h3;C;13;h;4;6.017266947;;;;;6.018266947;;;;
C15h1;C;15;h;3;6.627007724;;;;;6.628007724;;;;
C15h2;C;15;h;4;4.956282365;;;;;4.957282365;;;;
C15h3;C;15;h;4;3.550788171;;;;;3.551788171;;;;
C19h1;C;19;h;3;4.536342759;;;;;4.537342759;;;;
C19h2;C;19;h;3;3.780088189;;;;;3.781088189;;;;
C19h3;C;19;h;2;7.57003381;;;;;7.57103381;;;;
C26h1;C;26;h;3;5.699774406;;;;;5.700774406;;;;
C26h2;C;26;h;4;13.48531294;;;;;13.48631294;;;;
C26h3;C;26;h;3;2.726463704;;;;;2.727463704;;;;
C30h1;C;30;h;3;39.89832525;;;;;39.89932525;;;;
C30h2;C;30;h;3;9.796857827;;;;;9.797857827;;;;
C30h3;C;30;h;4;8.746195077;;;;;8.747195077;;;;
C34h1;C;34;h;4;4.797736318;;;;;4.798736318;;;;
C34h2;C;34;h;4;3.866804194;;;;;3.867804194;;;;
C34h3;C;34;h;4;3.910847369;;;;;3.911847369;;;;
C43h2;C;43;h;4;3.022745901;;;;;3.023745901;;;;
C43h3;C;43;h;4;2.557081433;;;;;2.558081433;;;;
C45h1;C;45;h;3;0.881061866;;;;;0.882061866;;;;
C45h2;C;45;h;3;4.215866306;;;;;4.216866306;;;;
C45h3;C;45;h;3;16.78828626;;;;;16.78928626;;;;
C50h1;C;50;h;4;19.48729312;;;;;19.48829312;;;;
C50h2;C;50;h;3;24.8492526;;;;;24.8502526;;;;
C55h1;C;55;h;2;8.833039809;;;;;8.834039809;;;;
C55h2;C;55;h;3;15.02841682;;;;;15.02941682;;;;
C55h3;C;55;h;3;9.852097031;;;;;9.853097031;;;;
C61h1;C;61;h;4;3.067358111;;;;;3.068358111;;;;
C61h2;C;61;h;4;1.255339547;;;;;1.256339547;;;;
C61h3;C;61;h;4;3.70679424;;;;;3.70779424;;;;
C64h1;C;64;h;4;25.31289303;;;;;25.31389303;;;;
C64h2;C;64;h;4;2.636839747;;;;;2.637839747;;;;
C64h3;C;64;h;3;1.409699811;;;;;1.410699811;;;;
B3o1;B;3;c;4;0.881981949;;;;;0.882981949;;;;
B3o2;B;3;c;3;0.158003073;;;;;0.159003073;;;;
B3o3;B;3;c;3;0.217290079;;;;;0.218290079;;;;
B14o1;B;14;c;3;1.174376118;;;;;1.175376118;;;;
B14o2;B;14;c;3;0.905238874;;;;;0.906238874;;;;
B14o3;B;14;c;3;0.710912553;;;;;0.711912553;;;;
B24o1;B;24;c;4;2.538043478;;;;;2.539043478;;;;
B24o2;B;24;c;4;2.670398417;;;;;2.671398417;;;;
B24o3;B;24;c;3;3.570485206;;;;;3.571485206;;;;
B28o1;B;28;c;4;4.837445558;;;;;4.838445558;;;;
B28o2;B;28;c;3;8.735220534;;;;;8.736220534;;;;
B28o3;B;28;c;3;4.025311357;;;;;4.026311357;;;;
B30o1;B;30;c;3;0.900814139;;;;;0.901814139;;;;
B30o2;B;30;c;4;0.036769564;;;;;0.037769564;;;;
B30o3;B;30;c;4;1.0552502;;;;;1.0562502;;;;
B37o1;B;37;c;3;0.080332208;;;;;0.081332208;;;;
B37o2;B;37;c;3;0.141465783;;;;;0.142465783;;;;
B37o3;B;37;c;3;0.405685197;;;;;0.406685197;;;;
B53o1;B;53;c;4;2.410331129;;;;;2.411331129;;;;
B53o2;B;53;c;3;0.575725857;;;;;0.576725857;;;;
B53o3;B;53;c;3;0.573344675;;;;;0.574344675;;;;
B56o2;B;56;c;3;0.567911449;;;;;0.568911449;;;;
B56o3;B;56;c;3;1.046800596;;;;;1.047800596;;;;
B57o1;B;57;c;4;5.81029241;;;;;5.81129241;;;;
B57o2;B;57;c;4;6.05482077;;;;;6.05582077;;;;
B57o3;B;57;c;4;3.457080927;;;;;3.458080927;;;;
B60o1;B;60;c;3;3.40523266;;;;;3.40623266;;;;
B60o3;B;60;c;3;0.049883521;;;;;0.050883521;;;;
B61o1;B;61;c;3;2.852137774;;;;;2.853137774;;;;
B61o2;B;61;c;3;10.70326676;;;;;10.70426676;;;;
B61o3;B;61;c;3;1.14897546;;;;;1.14997546;;;;
B3h1;B;3;h;3;0.154956998;;;;;0.155956998;;;;
B3h2;B;3;h;3;1.520573746;;;;;1.521573746;;;;
B3h3;B;3;h;3;1.577770773;;;;;1.578770773;;;;
B14h1;B;14;h;3;1.379083031;;;;;1.380083031;;;;
B14h2;B;14;h;4;1.271201682;;;;;1.272201682;;;;
B14h3;B;14;h;3;1.073371175;;;;;1.074371175;;;;
B24h1;B;24;h;3;7.015304663;;;;;7.016304663;;;;
B24h2;B;24;h;3;2.202750599;;;;;2.203750599;;;;
B24h3;B;24;h;3;3.007532292;;;;;3.008532292;;;;
B28h1;B;28;h;3;4.220451527;;;;;4.221451527;;;;
B28h2;B;28;h;3;3.204366509;;;;;3.205366509;;;;
B28h3;B;28;h;3;4.485337583;;;;;4.486337583;;;;
B30h1;B;30;h;3;0.204683577;;;;;0.205683577;;;;
B30h2;B;30;h;3;0.836087971;;;;;0.837087971;;;;
B30h3;B;30;h;2;1.056260601;;;;;1.057260601;;;;
B37h1;B;37;h;4;0.215865265;;;;;0.216865265;;;;
B37h2;B;37;h;4;1.030887637;;;;;1.031887637;;;;
B37h3;B;37;h;4;8.583875394;;;;;8.584875394;;;;
B53h1;B;53;h;3;0.046753728;;;;;0.047753728;;;;
B53h2;B;53;h;3;0.429684232;;;;;0.430684232;;;;
B53h3;B;53;h;4;0.997785283;;;;;0.998785283;;;;
B56h1;B;56;h;3;1.613833649;;;;;1.614833649;;;;
B56h2;B;56;h;4;1.423588318;;;;;1.424588318;;;;
B56h3;B;56;h;4;1.118759131;;;;;1.119759131;;;;
B57h1;B;57;h;4;4.075206329;;;;;4.076206329;;;;
B57h2;B;57;h;4;1.947659041;;;;;1.948659041;;;;
B57h3;B;57;h;3;6.551205986;;;;;6.552205986;;;;
B60h1;B;60;h;3;5.806453427;;;;;5.807453427;;;;
B60h2;B;60;h;4;3.592021274;;;;;3.593021274;;;;
B60h3;B;60;h;3;0.674982855;;;;;0.675982855;;;;
B61h1;B;61;h;3;3.112086209;;;;;3.113086209;;;;
B61h2;B;61;h;3;3.91040657;;;;;3.91140657;;;;
B61h3;B;61;h;3;4.902802693;;;;;4.903802693;;;;
C1o1;C;1;c;4;2.3466049;;;;;2.3476049;;;;
C1o2;C;1;c;3;4.369756705;;;;;4.370756705;;;;
C1o3;C;1;c;3;0.462383455;;;;;0.463383455;;;;
C5o1;C;5;c;3;0.569724311;;;;;0.570724311;;;;
C5o2;C;5;c;3;1.511478114;;;;;1.512478114;;;;
C5o3;C;5;c;3;1.194896861;;;;;1.195896861;;;;
C8o1;C;8;c;4;2.579884749;;;;;2.580884749;;;;
C8o2;C;8;c;3;1.945544501;;;;;1.946544501;;;;
C8o3;C;8;c;3;0.901265621;;;;;0.902265621;;;;
C13o1;C;13;c;3;0.871265588;;;;;0.872265588;;;;
C13o2;C;13;c;3;0.40124586;;;;;0.40224586;;;;
C13o3;C;13;c;3;1.645689082;;;;;1.646689082;;;;
C15o1;C;15;c;4;1.090791335;;;;;1.091791335;;;;
C15o2;C;15;c;3;1.887264147;;;;;1.888264147;;;;
C15o3;C;15;c;4;1.22287197;;;;;1.22387197;;;;
C19o2;C;19;c;4;1.12456715;;;;;1.12556715;;;;
C19o3;C;19;c;4;1.437727818;;;;;1.438727818;;;;
C26o1;C;26;c;3;1.214327733;;;;;1.215327733;;;;
C26o2;C;26;c;3;2.270954096;;;;;2.271954096;;;;
C26o3;C;26;c;4;1.091933396;;;;;1.092933396;;;;
C30o1;C;30;c;3;4.328153862;;;;;4.329153862;;;;
C30o2;C;30;c;4;2.187155722;;;;;2.188155722;;;;
C30o3;C;30;c;3;2.871880572;;;;;2.872880572;;;;
C34o1;C;34;c;3;1.555260439;;;;;1.556260439;;;;
C34o2;C;34;c;3;1.630982567;;;;;1.631982567;;;;
C34o3;C;34;c;4;4.723053758;;;;;4.724053758;;;;
C43o2;C;43;c;4;1.037207548;;;;;1.038207548;;;;
C43o3;C;43;c;4;1.060036183;;;;;1.061036183;;;;
C45o1;C;45;c;3;0.434252593;;;;;0.435252593;;;;
C45o2;C;45;c;3;1.141915802;;;;;1.142915802;;;;
C45o3;C;45;c;3;3.642688489;;;;;3.643688489;;;;
C50o1;C;50;c;3;7.055006628;;;;;7.056006628;;;;
C50o2;C;50;c;4;3.641864598;;;;;3.642864598;;;;
C50o3;C;50;c;4;0.245288498;;;;;0.246288498;;;;
C55o1;C;55;c;3;1.849079559;;;;;1.850079559;;;;
C55o2;C;55;c;3;4.442218987;;;;;4.443218987;;;;
C55o3;C;55;c;3;1.41328728;;;;;1.41428728;;;;
C61o1;C;61;c;4;1.111198237;;;;;1.112198237;;;;
C61o2;C;61;c;4;0.263122499;;;;;0.264122499;;;;
C61o3;C;61;c;4;0.107725765;;;;;0.108725765;;;;
C64o1;C;64;c;3;0.363012249;;;;;0.364012249;;;;
C64o2;C;64;c;4;2.146730034;;;;;2.147730034;;;;
C64o3;C;64;c;3;2.797104626;;;;;2.798104626;;;;
C1h1;C;1;h;4;3.495771779;;;;;3.496771779;;;;
C1h2;C;1;h;3;0;;;;;0.001;;;;
C1h3;C;1;h;3;1.174279959;;;;;1.175279959;;;;
C5h1;C;5;h;4;0.062454832;;;;;0.063454832;;;;
C5h2;C;5;h;3;1.366134189;;;;;1.367134189;;;;
C5h3;C;5;h;4;0.339925346;;;;;0.340925346;;;;
C8h1;C;8;h;3;10.97874637;;;;;10.97974637;;;;
C8h2;C;8;h;4;8.775569697;;;;;8.776569697;;;;
C8h3;C;8;h;3;1.929141745;;;;;1.930141745;;;;
C13h1;C;13;h;4;0.052394976;;;;;0.053394976;;;;
C13h3;C;13;h;4;0.937849148;;;;;0.938849148;;;;
C15h1;C;15;h;3;1.729679862;;;;;1.730679862;;;;
C15h2;C;15;h;4;1.477146452;;;;;1.478146452;;;;
C15h3;C;15;h;4;0.837436562;;;;;0.838436562;;;;
C19h1;C;19;h;3;1.15237717;;;;;1.15337717;;;;
C19h2;C;19;h;3;0.659231496;;;;;0.660231496;;;;
C19h3;C;19;h;2;2.050181487;;;;;2.051181487;;;;
C26h1;C;26;h;3;2.162799346;;;;;2.163799346;;;;
C26h2;C;26;h;4;6.214583958;;;;;6.215583958;;;;
C26h3;C;26;h;3;0.447652009;;;;;0.448652009;;;;
C30h1;C;30;h;3;9.509027603;;;;;9.510027603;;;;
C30h2;C;30;h;3;3.17798705;;;;;3.17898705;;;;
C30h3;C;30;h;4;2.905193763;;;;;2.906193763;;;;
C34h1;C;34;h;4;1.113797229;;;;;1.114797229;;;;
C34h2;C;34;h;4;0.98699334;;;;;0.98799334;;;;
C34h3;C;34;h;4;1.040757431;;;;;1.041757431;;;;
C43h2;C;43;h;4;0.756556204;;;;;0.757556204;;;;
C43h3;C;43;h;4;0.619138073;;;;;0.620138073;;;;
C45h1;C;45;h;3;0.21624599;;;;;0.21724599;;;;
C45h2;C;45;h;3;0.989723045;;;;;0.990723045;;;;
C45h3;C;45;h;3;3.217322088;;;;;3.218322088;;;;
C50h1;C;50;h;4;7.295864758;;;;;7.296864758;;;;
C50h2;C;50;h;3;5.998372669;;;;;5.999372669;;;;
C55h1;C;55;h;2;2.67261373;;;;;2.67361373;;;;
C55h2;C;55;h;3;4.701170463;;;;;4.702170463;;;;
C55h3;C;55;h;3;1.767789422;;;;;1.768789422;;;;
C61h1;C;61;h;4;0.726342442;;;;;0.727342442;;;;
C61h2;C;61;h;4;0.407436061;;;;;0.408436061;;;;
C61h3;C;61;h;4;0.957515035;;;;;0.958515035;;;;
C64h1;C;64;h;4;5.862914463;;;;;5.863914463;;;;
C64h2;C;64;h;4;0.537968448;;;;;0.538968448;;;;
C64h3;C;64;h;3;0.258597538;;;;;0.259597538;;;;
